visitor_id,experiment_variation_id,visit_date,trip_id,origin,destination,transport_type,duration_min,distance_km,baseline_price,competitor_price,price_shown,price_paid,price_ratio_vs_competitor,discount_flag,markup_flag,saw_price,clicked_trip,added_to_cart,booked,trip_date,load_factor,seats_left,advance_booking_days,device,os,country,utm_source,returning_user,route_views_last_24h,ATC_rate_last_24h,conversion_rate_last_7d,popularity_score,revenue,netprofit
v_36,1,2025-01-04 00:00:00,1003,BKK,HKT,taxi,144,891,1632,1871.0397879618777,1524.3711774461037,,0.8147187394163329,1,0,1,0.0,0,0,,,,,desktop,MacOS,US,email,0,1936,0.11208004917567331,0.05141072430852149,0.5847661059491537,0.0,0.0
v_37,1,2025-01-11 00:00:00,1009,BKK,KOH,bus,293,150,1740,2076.3286965215243,1503.8889873062858,,0.7243019806188454,1,0,1,0.0,0,0,,,,,mobile,Windows,RU,google,0,4729,0.07604765075170987,0.012862421333664862,0.5487153092074086,0.0,0.0
v_38,0,2025-01-05 00:00:00,1008,CNX,DMK,ferry,234,706,849,803.6164819825377,849,,1.0564741005628708,0,0,1,0.0,0,0,,,,,desktop,MacOS,IN,affiliate,0,4232,0.18496575610104452,0.015497016386937738,0.2768776481472037,0.0,0.0
v_39,1,2025-01-01 00:00:00,1012,SML,BKK,bus,136,386,714,637.1432765976858,643.8199990673661,,1.0104791539280358,1,0,1,0.0,0,0,,,,,mobile,Windows,RU,email,1,1676,0.17044372780038947,0.07746546088077287,0.03047215273359416,0.0,0.0
v_40,1,2025-01-18 00:00:00,1008,CNX,DMK,ferry,234,706,849,803.6164819825377,757.2373174700905,,0.9422869421517726,1,0,1,0.0,0,0,,,,,desktop,MacOS,UK,facebook,0,3626,0.12278256617526925,0.07111920872300408,0.7891712386073383,0.0,0.0
v_41,1,2025-01-13 00:00:00,?,BKK,SML,flight,286,796,750,889.6896099223678,787.3293049755894,,0.8849482967934063,0,1,1,0.0,0,0,,,,,desktop,iOS,CN,direct,0,2005,0.10466706259129864,0.039731363315282264,0.9336918237598746,0.0,0.0
v_42,1,01/21/2025,1001,BKK,CNX,bus,59,126,1276,1427.3555404934627,1120.4323908124895,,0.7849707791971268,1,0,1,1.0,1,0,,,,,mobile,MacOS,RU,email,0,272,0.0134660714713886,0.07272653161297794,0.9972555347683943,0.0,0.0
v_43,1,2025-01-06 00:00:00,1005,BKK,PTY,van,236,296,1587,1404.3928674585698,1504.4643875736049,,1.071256072594649,1,0,1,0.0,0,0,,,,,mobile,MacOS,CN,facebook,0,1171,0.14508097097898218,0.027955623460448782,0.7362471836984882,0.0,0.0
v_44,0,2025-01-12 00:00:00,1002,CNX,BKK,bus,255,234,1194,1029.7145026753078,1194,,1.1595447057391743,0,0,1,0.0,0,0,,,,,mobile,MacOS,UK,email,0,290,0.02204124438982587,0.09909642091509509,0.32235384497472297,0.0,0.0
v_45,1,2025-01-02 00:00:00,1004,HKT,BKK,van,46,363,280,226.30546336112988,278.0347927077199,,1.2285818847600787,1,0,1,0.0,0,0,,,,,desktop,MacOS,CN,affiliate,1,1938,0.1488648202886924,0.09445064111389341,0.18123306616566015,0.0,0.0
v_46,0,2025-01-03 00:00:00,1002,CNX,BKK,bus,255,234,1194,1029.7145026753078,1194,,1.1595447057391743,0,0,1,0.0,0,0,,,,,mobile,Windows,RU,google,0,2651,0.07817779198346547,0.08894804867317975,0.3924451074226354,0.0,0.0
v_47,1,2025-01-08 00:00:00,1002,CNX,BKK,bus,255,234,1194,1029.7145026753078,1393.7146951720842,,1.353496227887502,0,1,1,0.0,0,0,,,,,desktop,Android,UK,facebook,0,4048,0.1131413690165477,0.04883753288227984,0.3328157859124843,0.0,0.0
v_48,1,2025-01-19 00:00:00,1008,CNX,DMK,ferry,234,706,849,803.6164819825377,942.713640837971,,1.1730889820879207,0,1,1,0.0,0,0,,,,,mobile,MacOS,RU,google,0,2273,0.11827904012555014,0.07862128171666216,0.8767656367617495,0.0,0.0
v_49,1,2025-01-01 00:00:00,1009,BKK,KOH,bus,293,150,1740,2076.3286965215243,1869.458908427146,,0.9003675148154782,0,1,1,,0,0,,,,,mobile,MacOS,CN,direct,1,1985,0.11311764423604327,0.03266191530162575,0.34569599350391944,0.0,0.0
v_50,1,2025-01-11 00:00:00,1005,BKK,PTY,van,236,296,1587,1404.3928674585698,1491.1538271681168,,1.0617782685457184,1,0,1,0.0,0,0,,,,,desktop,Android,US,email,0,1669,0.1757035426993888,0.09389064542352513,0.5651331835892089,0.0,0.0
v_51,0,2025-01-04 00:00:00,1010,KOH,BKK,ferry,211,293,796,691.0948809820336,796,828.6906213811549,1.1517955376386206,0,0,1,1.0,1,1,2025-01-04,0.2792666320885287,16.0,0.0,desktop,Android,TH,direct,0,1675,0.04540096710388293,0.08537417101022429,0.33214641265493894,828.6906213811549,576.3148480914195
v_52,0,2025-01-22 00:00:00,1012,SML,BKK,bus,136,386,714,637.1432765976858,714,,1.1206270649401266,0,0,1,0.0,0,0,,,,,mobile,MacOS,TH,email,0,566,0.17406844671646182,0.09306642086186365,0.4657001223188132,0.0,0.0
v_53,1,2025-01-27 00:00:00,1002,CNX,BKK,bus,255,234,1194,1029.7145026753078,1106.8786257644904,,1.0749373956457853,1,0,1,0.0,0,0,,,,,mobile,Android,CN,google,1,3150,0.04382683370525277,0.09649632857225098,0.14866272775311296,0.0,0.0
v_54,1,2025-01-22 00:00:00,1011,BKK,SML,flight,286,796,750,889.6896099223678,647.0942878101249,,0.7273258905053289,1,0,1,0.0,0,0,,,,,desktop,Windows,CN,email,0,315,0.16894731452554326,0.0628708243810667,0.29404467922097155,0.0,0.0
v_55,0,2025-01-19 00:00:00,1004,HKT,BKK,van,46,363,280,226.30546336112988,280,,1.2372657550612747,0,0,1,1.0,1,0,,,,,mobile,Windows,US,affiliate,1,4925,0.0617373523968569,0.09076873688369959,0.5265784666592938,0.0,0.0
v_56,0,2025-01-01 00:00:00,1004,HKT,BKK,van,46,363,280,226.30546336112988,280,270.99925053752133,1.2372657550612747,0,0,1,1.0,1,1,2025-01-01,0.5897051093483563,12.0,0.0,mobile,iOS,IN,email,0,2173,0.19785846857153414,0.06428776619592817,0.806850148962586,270.99925053752133,167.00164287834176
v_57,1,2025-01-16 00:00:00,1009,BKK,KOH,bus,293,150,1740,2076.3286965215243,2012.7544422080541,,0.9693814113247212,0,1,1,0.0,0,0,,,,,desktop,Android,RU,facebook,1,1338,0.09007066461257461,0.09034045399692775,0.8174435617384409,0.0,0.0
v_58,0,2025-01-20 00:00:00,1006,PTY,BKK,van,297,767,609,636.1987098949452,609,,0.9572480901455515,0,0,1,0.0,0,0,,,,,desktop,Windows,IN,facebook,0,3607,0.15508510089035457,0.022610185818980732,0.8684679758979128,0.0,0.0
v_59,0,2025-01-24 00:00:00,1005,BKK,PTY,van,236,296,1587,1404.3928674585698,1587,,1.1300256764133825,0,0,1,0.0,0,0,,,,,desktop,Windows,TH,affiliate,0,2571,0.19703641433367491,0.05731211640724173,0.1716792858483035,0.0,0.0
v_60,0,2025-01-23 00:00:00,1009,BKK,KOH,bus,293,150,1740,2076.3286965215243,1740,,0.8380176043008142,0,0,1,0.0,0,0,,,,,desktop,iOS,US,facebook,0,371,0.03600826971307338,0.09100167776632946,0.8738900775625152,0.0,0.0
v_61,1,2025-01-08 00:00:00,1004,HKT,BKK,van,46,363,280,226.30546336112988,331.9454633766956,,1.4668026942283285,0,1,1,0.0,0,0,,,,,desktop,MacOS,TH,google,0,3806,0.02573174690577403,0.06428368985197494,0.24534910968132095,0.0,0.0
v_62,0,2025-01-21 00:00:00,1009,BKK,KOH,bus,293,150,1740,2076.3286965215243,1740,,0.8380176043008142,0,0,1,0.0,0,0,,,,,desktop,MacOS,UK,email,1,1815,0.01592479566164409,0.03360376398698426,0.5950779307002548,0.0,0.0
v_63,0,2025-01-11 00:00:00,1007,DMK,CNX,bus,299,701,1734,1751.1837043552189,1734,,0.9901873776506241,0,0,1,0.0,0,0,,,,,mobile,Android,CN,facebook,0,4150,0.056816386315430296,0.08371920859067798,0.7994158789689793,0.0,0.0
v_64,0,2025-01-12 00:00:00,1012,SML,BKK,bus,136,386,714,637.1432765976858,714,,1.1206270649401266,0,0,1,,0,0,,,,,mobile,Windows,CN,direct,0,4137,0.11296118000188805,0.08856512522887676,0.7322248864095612,0.0,0.0
v_65,0,2025-01-21 00:00:00,1009,BKK,KOH,bus,293,150,1740,2076.3286965215243,1740,,0.8380176043008142,0,0,1,1.0,0,0,,,,,mobile,MacOS,TH,google,1,76,0.018391433164919032,0.0629437381272938,0.9993534995658349,0.0,0.0
v_66,0,2025-01-26 00:00:00,1009,BKK,KOH,bus,293,150,1740,2076.3286965215243,1740,,0.8380176043008142,0,0,1,1.0,0,0,,,,,mobile,MacOS,RU,google,0,964,0.09647730015686966,0.057019111846405214,0.6445466506258222,0.0,0.0
v_67,0,2025-01-14 00:00:00,1001,BKK,CNX,bus,59,126,1276,1427.3555404934627,1276,,0.8939608694543363,0,0,1,1.0,1,0,,,,,desktop,Android,US,affiliate,0,950,0.15019259571223975,0.05681512988908587,0.42681705665486436,0.0,0.0
v_68,1,01/12/2025,1004,HKT,BKK,van,46,363,280,226.30546336112988,313.18445231525044,,1.383901420954572,0,1,1,0.0,0,0,,,,,mobile,Android,IN,google,1,4602,0.017143386909189564,0.05318031941708543,0.5807572072273277,0.0,0.0
v_69,0,2025-01-12 00:00:00,1008,CNX,DMK,ferry,234,706,849,803.6164819825377,849,,1.0564741005628708,0,0,1,1.0,0,0,,,,,desktop,iOS,CN,direct,0,175,0.05438547269948289,0.01378838706727257,0.01787393473341381,0.0,0.0
v_70,0,2025-01-14 00:00:00,1005,BKK,PTY,van,236,296,1587,1404.3928674585698,1587,,1.1300256764133825,0,0,1,0.0,0,0,,,,,mobile,MacOS,TH,email,0,1493,0.17799780584498556,0.06407186017979782,0.9037239671752705,0.0,0.0
v_71,0,2025-01-02 00:00:00,1009,BKK,KOH,bus,293,150,1740,2076.3286965215243,1740,,0.8380176043008142,0,0,1,0.0,0,0,,,,,desktop,MacOS,TH,affiliate,0,2295,0.016979068111056587,0.09615432366849931,0.8262056957939659,0.0,0.0
v_72,0,2025-01-05 00:00:00,1011,BKK,SML,flight,286,796,750,889.6896099223678,750,,0.8429906246353076,0,0,1,,0,0,,,,,mobile,MacOS,UK,direct,0,32,0.16500829374821738,0.030199651465299463,0.22381761482262308,0.0,0.0
v_73,0,2025-01-15 00:00:00,1012,SML,BKK,bus,136,386,714,637.1432765976858,714,,1.1206270649401266,0,0,1,1.0,0,0,,,,,mobile,Windows,US,google,0,4295,0.16380805419772684,0.06897177825751197,0.5508573706091393,0.0,0.0
v_74,1,2025-01-27 00:00:00,1003,BKK,HKT,taxi,144,891,1632,1871.0397879618777,1670.0276962303822,1666.7856008760696,0.8925666396702029,0,1,1,1.0,1,1,2025-02-14,0.7772766761476044,9.0,18.0,desktop,iOS,RU,direct,0,3960,0.1742536472583962,0.07605189270583317,0.5212603121804149,1666.7856008760696,840.6312542254738
v_75,1,01/16/2025,1006,PTY,BKK,van,297,767,609,636.1987098949452,523.8840583788162,540.9530785361828,0.823459793663091,1,0,1,1.0,1,1,2025-01-25,0.77396284218567,9.0,9.0,mobile,MacOS,TH,direct,1,1604,0.04054438024917856,0.0836170321707156,0.8321341779577419,540.9530785361828,253.48387690179499
v_76,1,2025-01-29 00:00:00,1006,PTY,BKK,van,297,767,609,636.1987098949452,521.577868249051,,0.819834841122483,1,0,1,0.0,0,0,,,,,mobile,Android,US,direct,0,1277,0.16962308552083158,0.0452936090300677,0.1794973234238334,0.0,0.0
v_77,0,2025-01-05 00:00:00,1012,SML,BKK,bus,136,386,714,637.1432765976858,714,,1.1206270649401266,0,0,1,0.0,0,0,,,,,desktop,MacOS,UK,affiliate,0,4599,0.024191939373992263,0.0867173193278783,0.990148372750647,0.0,0.0
v_78,0,2025-01-15 00:00:00,1006,PTY,BKK,van,297,767,609,636.1987098949452,609,620.1626884353361,0.9572480901455515,0,0,1,1.0,1,1,2025-01-16,0.3915386663971661,26.0,1.0,desktop,iOS,CN,google,0,68,0.1101345782802538,0.0843328689219907,0.2983744309899926,620.1626884353361,433.57889859089846
v_79,0,2025-01-02 00:00:00,1008,CNX,DMK,ferry,234,706,849,803.6164819825377,849,871.0819872593945,1.0564741005628708,0,0,1,1.0,1,1,2025-01-06,0.8887843535718797,4.0,4.0,desktop,Android,RU,email,1,3993,0.14764030779668222,0.0771253310827868,0.20035914354871265,871.0819872593945,455.401838805885
v_80,0,2025-01-17 00:00:00,1010,KOH,BKK,ferry,211,293,796,691.0948809820336,796,,1.1517955376386206,0,0,1,1.0,0,0,,,,,desktop,Windows,TH,direct,0,722,0.1832488466423831,0.09707601372524001,0.18545887467665434,0.0,0.0
v_81,0,2025-01-15 00:00:00,1012,SML,BKK,bus,136,386,714,637.1432765976858,714,,1.1206270649401266,0,0,1,0.0,0,0,,,,,desktop,MacOS,RU,direct,0,613,0.06896877219547902,0.05096981341736211,0.011620539908100636,0.0,0.0
v_82,1,2025-01-18 00:00:00,1007,DMK,CNX,bus,299,701,1734,1751.1837043552189,1820.3819421692235,,1.0395151220525338,0,1,1,0.0,0,0,,,,,desktop,MacOS,UK,affiliate,0,621,0.1016477124948024,0.028931462192698175,0.34601656764483957,0.0,0.0
v_83,1,2025-01-08 00:00:00,1004,HKT,BKK,van,46,363,280,226.30546336112988,257.68419080650483,,1.1386565175198706,1,0,1,1.0,0,0,,,,,desktop,iOS,RU,google,0,2199,0.16211147283072574,0.02801352198203291,0.16748258225906976,0.0,0.0
v_84,1,2025-01-17 00:00:00,1008,CNX,DMK,ferry,234,706,849,803.6164819825377,963.7752825497762,,1.1992975556849252,0,1,1,0.0,0,0,,,,,desktop,Windows,US,affiliate,1,2084,0.13555582247685763,0.059770130733276264,0.5974758626319301,0.0,0.0
v_85,1,2025-01-22 00:00:00,1011,BKK,SML,flight,286,796,750,889.6896099223678,725.9351453399156,,0.8159420288197576,1,0,1,1.0,1,0,,,,,desktop,iOS,US,google,0,1957,0.17564822800489302,0.049028980056075006,0.04366165770736119,0.0,0.0
v_86,1,2025-01-12 00:00:00,1008,CNX,DMK,ferry,234,706,849,803.6164819825377,730.7583910304553,,0.9093372366226984,1,0,1,0.0,0,0,,,,,mobile,MacOS,CN,direct,0,382,0.16968595719261736,0.02567740029204283,0.9607805514869769,0.0,0.0
v_87,0,2025-01-26 00:00:00,1003,BKK,HKT,taxi,144,891,1632,1871.0397879618777,1632,,0.8722422743226302,0,0,1,0.0,0,0,,,,,desktop,Android,CN,facebook,0,1303,0.14779895547887595,0.053800204728223264,0.8734232380816606,0.0,0.0
v_88,1,2025-01-02 00:00:00,1011,BKK,SML,flight,286,796,750,889.6896099223678,699.3954246642926,,0.7861117145397709,1,0,1,1.0,0,0,,,,,desktop,Windows,RU,direct,0,4919,0.14600674328959684,0.0918129268599077,0.17968310887024197,0.0,0.0
v_89,1,2025-01-12 00:00:00,1011,BKK,SML,flight,286,796,750,889.6896099223678,793.1495985016685,,0.89149023396022,0,1,1,0.0,0,0,,,,,desktop,MacOS,UK,direct,0,4963,0.1339034166507832,0.038093325102680244,0.3990459461371111,0.0,0.0
v_90,0,01/03/2025,1011,BKK,SML,flight,286,796,750,889.6896099223678,750,,0.8429906246353076,0,0,1,0.0,0,0,,,,,desktop,Windows,UK,direct,0,2921,0.1674878395176958,0.04877987712956254,0.2487142725876299,0.0,0.0
v_91,1,2025-01-11 00:00:00,1008,CNX,DMK,ferry,234,706,849,803.6164819825377,961.0548859491083,,1.1959123630443305,0,1,1,1.0,0,0,,,,,mobile,MacOS,IN,facebook,0,2233,0.1742010737580921,0.06023262246344767,0.5399058395022125,0.0,0.0
v_92,1,2025-01-20 00:00:00,1011,BKK,SML,flight,286,796,750,889.6896099223678,790.9760588661795,,0.8890472025802326,0,1,1,0.0,0,0,,,,,mobile,iOS,UK,google,0,1065,0.03818520818279689,0.09879671106629623,0.9651186964360455,0.0,0.0
v_93,1,2025-01-11 00:00:00,1001,BKK,CNX,bus,59,126,1276,1427.3555404934627,1148.706018886793,,0.8047791782064785,1,0,1,0.0,0,0,,,,,desktop,Android,CN,facebook,0,1999,0.048352155903360186,0.07060891899924257,0.9699120461072704,0.0,0.0
v_94,0,2025-01-01 00:00:00,1009,BKK,KOH,bus,293,150,1740,2076.3286965215243,1740,,0.8380176043008142,0,0,1,0.0,0,0,,,,,desktop,Windows,UK,direct,0,3749,0.17427567883145698,0.07916674280714121,0.11310981907657303,0.0,0.0
v_95,1,2025-01-25 00:00:00,1012,SML,BKK,bus,136,386,714,637.1432765976858,618.948188511253,,0.9714427056601872,1,0,1,1.0,1,0,,,,,desktop,Windows,TH,affiliate,0,3262,0.08731251253734541,0.08836781053035334,0.7823854840582735,0.0,0.0
v_96,0,2025-01-13 00:00:00,1001,BKK,CNX,bus,59,126,1276,1427.3555404934627,1276,,0.8939608694543363,0,0,1,1.0,0,0,,,,,mobile,Android,RU,google,1,880,0.1750911188527085,0.043810502669355385,0.2968692745602808,0.0,0.0
v_97,0,2025-01-07 00:00:00,1002,CNX,BKK,bus,255,234,1194,1029.7145026753078,1194,,1.1595447057391743,0,0,1,0.0,0,0,,,,,desktop,MacOS,TH,facebook,0,3368,0.1246552327424618,0.07013915186995147,0.6194903460096145,0.0,0.0
v_98,0,2025-01-14 00:00:00,1012,SML,BKK,bus,136,386,714,637.1432765976858,714,,1.1206270649401266,0,0,1,0.0,0,0,,,,,desktop,MacOS,IN,email,0,4429,0.12023275015319314,0.05802422920541907,0.6079050927934446,0.0,0.0
